Brand;Model;Year;Engine Fuel Type;Engine HP;Engine Cylinders;Transmission Type;Driven Wheels;Number of Doors;Market Category;Vehicle Size;Vehicle Style;Highway MPG;City MPG;Popularity;MSRP;Country
Chrysler;200;2015;flex-fuel (unleaded/E85);184;4;AUTOMATIC;front wheel drive;4;Flex Fuel;Midsize;Sedan;36;23;1013;21995;USA
Chrysler;200;2015;flex-fuel (unleaded/E85);184;4;AUTOMATIC;front wheel drive;4;Flex Fuel,Performance;Midsize;Sedan;36;23;1013;26625;USA
Chrysler;200;2015;flex-fuel (unleaded/E85);295;6;AUTOMATIC;all wheel drive;4;Flex Fuel,Performance;Midsize;Sedan;29;18;1013;30825;USA
Chrysler;200;2016;flex-fuel (unleaded/E85);184;4;AUTOMATIC;front wheel drive;4;Flex Fuel;Midsize;Sedan;36;23;1013;21995;USA
Chrysler;200;2016;flex-fuel (unleaded/E85);184;4;AUTOMATIC;front wheel drive;4;Flex Fuel;Midsize;Sedan;36;23;1013;27795;USA
Chrysler;200;2016;flex-fuel (unleaded/E85);295;6;AUTOMATIC;all wheel drive;4;Flex Fuel,Performance;Midsize;Sedan;29;18;1013;31785;USA
Chrysler;200;2016;flex-fuel (unleaded/E85);295;6;AUTOMATIC;all wheel drive;4;Flex Fuel,Performance;Midsize;Sedan;29;18;1013;29905;USA
Chrysler;200;2016;flex-fuel (unleaded/E85);184;4;AUTOMATIC;front wheel drive;4;Flex Fuel;Midsize;Sedan;36;23;1013;22490;USA
Chrysler;200;2016;flex-fuel (unleaded/E85);184;4;AUTOMATIC;front wheel drive;4;Flex Fuel;Midsize;Sedan;36;23;1013;27570;USA
Chrysler;200;2016;flex-fuel (unleaded/E85);184;4;AUTOMATIC;front wheel drive;4;Flex Fuel;Midsize;Sedan;36;23;1013;25690;USA
Chrysler;200;2016;flex-fuel (unleaded/E85);184;4;AUTOMATIC;front wheel drive;4;Flex Fuel;Midsize;Sedan;36;23;1013;24490;USA
Chrysler;200;2017;flex-fuel (unleaded/E85);295;6;AUTOMATIC;all wheel drive;4;Flex Fuel,Performance;Midsize;Sedan;28;18;1013;29905;USA
Chrysler;200;2017;flex-fuel (unleaded/E85);295;6;AUTOMATIC;all wheel drive;4;Flex Fuel,Performance;Midsize;Sedan;28;18;1013;31785;USA
Chrysler;200;2017;flex-fuel (unleaded/E85);184;4;AUTOMATIC;front wheel drive;4;Flex Fuel;Midsize;Sedan;36;23;1013;26685;USA
Chrysler;200;2017;flex-fuel (unleaded/E85);184;4;AUTOMATIC;front wheel drive;4;Flex Fuel;Midsize;Sedan;36;23;1013;22490;USA
Chrysler;200;2017;flex-fuel (unleaded/E85);184;4;AUTOMATIC;front wheel drive;4;Flex Fuel;Midsize;Sedan;36;23;1013;25690;USA
Chrysler;200;2017;flex-fuel (unleaded/E85);295;6;AUTOMATIC;all wheel drive;4;Flex Fuel,Performance;Midsize;Sedan;28;18;1013;30900;USA
Chrysler;200;2017;flex-fuel (unleaded/E85);184;4;AUTOMATIC;front wheel drive;4;Flex Fuel;Midsize;Sedan;36;23;1013;27795;USA
Chrysler;200;2017;flex-fuel (unleaded/E85);184;4;AUTOMATIC;front wheel drive;4;Flex Fuel;Midsize;Sedan;36;23;1013;21995;USA
Chrysler;200;2017;flex-fuel (unleaded/E85);184;4;AUTOMATIC;front wheel drive;4;Flex Fuel;Midsize;Sedan;36;23;1013;24490;USA
Nissan;200SX;1996;regular unleaded;115;4;MANUAL;front wheel drive;2;N/A;Compact;Coupe;36;26;2009;2000;Japan
Nissan;200SX;1996;regular unleaded;115;4;MANUAL;front wheel drive;2;N/A;Compact;Coupe;36;26;2009;2000;Japan
Nissan;200SX;1996;regular unleaded;140;4;MANUAL;front wheel drive;2;Performance;Compact;Coupe;29;21;2009;2000;Japan
Nissan;200SX;1997;regular unleaded;140;4;MANUAL;front wheel drive;2;Performance;Compact;Coupe;29;21;2009;2000;Japan
Nissan;200SX;1997;regular unleaded;115;4;MANUAL;front wheel drive;2;N/A;Compact;Coupe;35;25;2009;2000;Japan
Nissan;200SX;1997;regular unleaded;115;4;MANUAL;front wheel drive;2;N/A;Compact;Coupe;35;25;2009;2000;Japan
Nissan;200SX;1998;regular unleaded;115;4;MANUAL;front wheel drive;2;N/A;Compact;Coupe;35;25;2009;2000;Japan
Nissan;200SX;1998;regular unleaded;115;4;MANUAL;front wheel drive;2;N/A;Compact;Coupe;35;25;2009;2000;Japan
Nissan;200SX;1998;regular unleaded;140;4;MANUAL;front wheel drive;2;Performance;Compact;Coupe;28;20;2009;2073;Japan
Nissan;240SX;1996;regular unleaded;155;4;MANUAL;rear wheel drive;2;Performance;Compact;Coupe;26;19;2009;3713;Japan
Nissan;240SX;1996;regular unleaded;155;4;MANUAL;rear wheel drive;2;Performance;Compact;Coupe;26;19;2009;3520;Japan
Nissan;240SX;1997;regular unleaded;155;4;MANUAL;rear wheel drive;2;Performance;Compact;Coupe;26;19;2009;3910;Japan
Nissan;240SX;1997;regular unleaded;155;4;MANUAL;rear wheel drive;2;Performance;Compact;Coupe;26;19;2009;4182;Japan
Nissan;240SX;1997;regular unleaded;155;4;MANUAL;rear wheel drive;2;Performance;Compact;Coupe;26;19;2009;4107;Japan
Nissan;240SX;1998;regular unleaded;155;4;MANUAL;rear wheel drive;2;Performance;Compact;Coupe;25;20;2009;4299;Japan
Nissan;240SX;1998;regular unleaded;155;4;MANUAL;rear wheel drive;2;Performance;Compact;Coupe;25;20;2009;4693;Japan
Nissan;240SX;1998;regular unleaded;155;4;MANUAL;rear wheel drive;2;Performance;Compact;Coupe;25;20;2009;4107;Japan
Volvo;240;1991;regular unleaded;114;4;MANUAL;rear wheel drive;4;Luxury;Midsize;Wagon;26;19;870;2000;Sweden
Volvo;240;1991;regular unleaded;114;4;AUTOMATIC;rear wheel drive;4;Luxury;Midsize;Wagon;23;18;870;2000;Sweden
Volvo;240;1991;regular unleaded;114;4;MANUAL;rear wheel drive;4;Luxury;Midsize;Sedan;26;19;870;2000;Sweden
Volvo;240;1992;regular unleaded;114;4;MANUAL;rear wheel drive;4;Luxury;Midsize;Sedan;26;19;870;2000;Sweden
Volvo;240;1992;regular unleaded;114;4;MANUAL;rear wheel drive;4;Luxury;Midsize;Wagon;26;19;870;2000;Sweden
Volvo;240;1992;regular unleaded;114;4;MANUAL;rear wheel drive;4;Luxury;Midsize;Sedan;26;19;870;2000;Sweden
Volvo;240;1993;regular unleaded;114;4;MANUAL;rear wheel drive;4;Luxury;Midsize;Sedan;26;19;870;2000;Sweden
Volvo;240;1993;regular unleaded;114;4;MANUAL;rear wheel drive;4;Luxury;Midsize;Wagon;25;18;870;2000;Sweden
Mazda;2;2012;regular unleaded;100;4;MANUAL;front wheel drive;4;Hatchback;Compact;4dr Hatchback;35;29;586;16020;Japan
Mazda;2;2012;regular unleaded;100;4;MANUAL;front wheel drive;4;Hatchback;Compact;4dr Hatchback;35;29;586;14530;Japan
Mazda;2;2012;regular unleaded;100;4;AUTOMATIC;front wheel drive;4;Hatchback;Compact;4dr Hatchback;34;28;586;16860;Japan
Mazda;2;2012;regular unleaded;100;4;AUTOMATIC;front wheel drive;4;Hatchback;Compact;4dr Hatchback;34;28;586;15370;Japan
Mazda;2;2013;regular unleaded;100;4;AUTOMATIC;front wheel drive;4;Hatchback;Compact;4dr Hatchback;34;28;586;17050;Japan
Mazda;2;2013;regular unleaded;100;4;AUTOMATIC;front wheel drive;4;Hatchback;Compact;4dr Hatchback;34;28;586;15560;Japan
Mazda;2;2013;regular unleaded;100;4;MANUAL;front wheel drive;4;Hatchback;Compact;4dr Hatchback;35;29;586;16210;Japan
Mazda;2;2013;regular unleaded;100;4;MANUAL;front wheel drive;4;Hatchback;Compact;4dr Hatchback;35;29;586;14720;Japan
Mazda;2;2014;regular unleaded;100;4;AUTOMATIC;front wheel drive;4;Hatchback;Compact;4dr Hatchback;34;28;586;17050;Japan
Mazda;2;2014;regular unleaded;100;4;AUTOMATIC;front wheel drive;4;Hatchback;Compact;4dr Hatchback;34;28;586;15560;Japan
Mazda;2;2014;regular unleaded;100;4;MANUAL;front wheel drive;4;Hatchback;Compact;4dr Hatchback;35;29;586;16210;Japan
Mazda;2;2014;regular unleaded;100;4;MANUAL;front wheel drive;4;Hatchback;Compact;4dr Hatchback;35;29;586;14720;Japan
BMW;3 Series Gran Turismo;2015;premium unleaded (required);300;6;AUTOMATIC;all wheel drive;4;Hatchback,Luxury,Performance;Midsize;4dr Hatchback;30;20;3916;47250;Germany
BMW;3 Series Gran Turismo;2015;premium unleaded (required);240;4;AUTOMATIC;all wheel drive;4;Hatchback,Luxury;Midsize;4dr Hatchback;33;22;3916;41850;Germany
BMW;3 Series Gran Turismo;2015;premium unleaded (required);240;4;AUTOMATIC;all wheel drive;4;Hatchback,Luxury;Midsize;4dr Hatchback;33;22;3916;41850;Germany
BMW;3 Series Gran Turismo;2016;premium unleaded (required);240;4;AUTOMATIC;all wheel drive;4;Hatchback,Luxury;Midsize;4dr Hatchback;34;22;3916;43000;Germany
BMW;3 Series Gran Turismo;2016;premium unleaded (required);300;6;AUTOMATIC;all wheel drive;4;Hatchback,Luxury,Performance;Midsize;4dr Hatchback;30;20;3916;49200;Germany
BMW;3 Series Gran Turismo;2017;premium unleaded (required);320;6;AUTOMATIC;all wheel drive;4;Hatchback,Luxury,Performance;Midsize;4dr Hatchback;30;20;3916;49650;Germany
BMW;3 Series Gran Turismo;2017;premium unleaded (required);248;4;AUTOMATIC;all wheel drive;4;Hatchback,Luxury;Midsize;4dr Hatchback;33;23;3916;43950;Germany
BMW;3 Series;2015;premium unleaded (required);241;4;AUTOMATIC;all wheel drive;4;Luxury;Midsize;Wagon;33;22;3916;41950;Germany
BMW;3 Series;2015;premium unleaded (required);335;6;AUTOMATIC;rear wheel drive;4;Luxury,High-Performance,Hybrid;Midsize;Sedan;33;25;3916;50150;Germany
BMW;3 Series;2015;premium unleaded (required);240;4;AUTOMATIC;rear wheel drive;4;Luxury,Performance;Midsize;Sedan;35;23;3916;37500;Germany
BMW;3 Series;2015;premium unleaded (required);300;6;AUTOMATIC;rear wheel drive;4;Luxury,High-Performance;Midsize;Sedan;32;21;3916;43750;Germany
BMW;3 Series;2015;diesel;180;4;AUTOMATIC;rear wheel drive;4;Diesel,Luxury;Midsize;Sedan;45;32;3916;39000;Germany
BMW;3 Series;2015;premium unleaded (required);240;4;AUTOMATIC;all wheel drive;4;Luxury;Midsize;Sedan;33;22;3916;39500;Germany
BMW;3 Series;2015;premium unleaded (required);240;4;AUTOMATIC;all wheel drive;4;Luxury;Midsize;Sedan;33;22;3916;39500;Germany
BMW;3 Series;2015;premium unleaded (required);180;4;AUTOMATIC;all wheel drive;4;Luxury;Midsize;Sedan;35;23;3916;34950;Germany
BMW;3 Series;2015;premium unleaded (required);300;6;AUTOMATIC;all wheel drive;4;Luxury,Performance;Midsize;Sedan;30;20;3916;45750;Germany
BMW;3 Series;2015;diesel;180;4;AUTOMATIC;all wheel drive;4;Diesel,Luxury;Midsize;Wagon;43;31;3916;43450;Germany
BMW;3 Series;2015;premium unleaded (required);240;4;AUTOMATIC;rear wheel drive;4;Luxury,Performance;Midsize;Sedan;35;23;3916;37500;Germany
BMW;3 Series;2015;diesel;180;4;AUTOMATIC;all wheel drive;4;Diesel,Luxury;Midsize;Sedan;43;31;3916;41000;Germany
BMW;3 Series;2015;premium unleaded (required);180;4;AUTOMATIC;rear wheel drive;4;Luxury;Midsize;Sedan;36;24;3916;32950;Germany
BMW;3 Series;2016;diesel;180;4;AUTOMATIC;all wheel drive;4;Diesel,Luxury;Midsize;Sedan;40;30;3916;41850;Germany
BMW;3 Series;2016;premium unleaded (required);320;6;AUTOMATIC;all wheel drive;4;Luxury,High-Performance;Midsize;Sedan;33;22;3916;47800;Germany
BMW;3 Series;2016;diesel;180;4;AUTOMATIC;rear wheel drive;4;Diesel,Luxury;Midsize;Sedan;42;32;3916;39850;Germany
BMW;3 Series;2016;premium unleaded (required);240;4;AUTOMATIC;rear wheel drive;4;Luxury,Performance;Midsize;Sedan;34;22;3916;38350;Germany
BMW;3 Series;2016;premium unleaded (required);240;4;AUTOMATIC;all wheel drive;4;Luxury;Midsize;Sedan;34;22;3916;40350;Germany
BMW;3 Series;2016;premium unleaded (required);240;4;MANUAL;rear wheel drive;4;Luxury,Performance;Midsize;Sedan;34;22;3916;38350;Germany
BMW;3 Series;2016;premium unleaded (required);240;4;AUTOMATIC;all wheel drive;4;Luxury;Midsize;Wagon;34;22;3916;42650;Germany
BMW;3 Series;2016;premium unleaded (required);180;4;AUTOMATIC;rear wheel drive;4;Luxury;Midsize;Sedan;36;24;3916;33150;Germany
BMW;3 Series;2016;premium unleaded (required);180;4;AUTOMATIC;all wheel drive;4;Luxury;Midsize;Sedan;35;23;3916;35150;Germany
BMW;3 Series;2016;diesel;180;4;AUTOMATIC;all wheel drive;4;Diesel,Luxury;Midsize;Wagon;40;30;3916;44150;Germany
BMW;3 Series;2016;premium unleaded (required);320;6;AUTOMATIC;rear wheel drive;4;Luxury,High-Performance;Midsize;Sedan;33;22;3916;45800;Germany
BMW;3 Series;2017;premium unleaded (recommended);248;4;AUTOMATIC;rear wheel drive;4;Luxury,Performance;Midsize;Sedan;34;23;3916;38750;Germany
BMW;3 Series;2017;premium unleaded (recommended);180;4;AUTOMATIC;all wheel drive;4;Luxury;Midsize;Sedan;34;23;3916;35450;Germany
BMW;3 Series;2017;premium unleaded (recommended);180;4;AUTOMATIC;rear wheel drive;4;Luxury;Midsize;Sedan;35;23;3916;33450;Germany
BMW;3 Series;2017;premium unleaded (recommended);248;4;AUTOMATIC;all wheel drive;4;Luxury;Midsize;Sedan;33;23;3916;40750;Germany
BMW;3 Series;2017;diesel;180;4;AUTOMATIC;all wheel drive;4;Diesel,Luxury;Midsize;Sedan;40;30;3916;42250;Germany
BMW;3 Series;2017;premium unleaded (recommended);248;4;AUTOMATIC;all wheel drive;4;Luxury;Midsize;Wagon;33;23;3916;42950;Germany
BMW;3 Series;2017;diesel;180;4;AUTOMATIC;rear wheel drive;4;Diesel,Luxury;Midsize;Sedan;42;32;3916;40250;Germany
BMW;3 Series;2017;premium unleaded (recommended);320;6;AUTOMATIC;all wheel drive;4;Luxury,Performance;Midsize;Sedan;31;21;3916;49900;Germany
BMW;3 Series;2017;premium unleaded (recommended);320;6;AUTOMATIC;rear wheel drive;4;Luxury,High-Performance;Midsize;Sedan;32;21;3916;47900;Germany
BMW;3 Series;2017;diesel;180;4;AUTOMATIC;all wheel drive;4;Diesel,Luxury;Midsize;Wagon;40;30;3916;44450;Germany
Mercedes-Benz;300-Class;1991;regular unleaded;177;6;AUTOMATIC;rear wheel drive;4;Luxury;Large;Sedan;19;15;617;2232;Germany
Mercedes-Benz;300-Class;1991;regular unleaded;177;6;AUTOMATIC;rear wheel drive;4;Luxury;Midsize;Wagon;20;15;617;2000;Germany
Mercedes-Benz;300-Class;1991;regular unleaded;158;6;AUTOMATIC;rear wheel drive;4;Luxury;Midsize;Sedan;22;17;617;2000;Germany
Mercedes-Benz;300-Class;1991;regular unleaded;177;6;AUTOMATIC;all wheel drive;4;Luxury;Midsize;Sedan;20;15;617;2105;Germany
Mercedes-Benz;300-Class;1991;regular unleaded;177;6;AUTOMATIC;all wheel drive;4;Luxury;Midsize;Wagon;18;15;617;2199;Germany
Mercedes-Benz;300-Class;1991;regular unleaded;177;6;AUTOMATIC;rear wheel drive;4;Luxury;Midsize;Sedan;22;16;617;2000;Germany
Mercedes-Benz;300-Class;1991;regular unleaded;177;6;AUTOMATIC;rear wheel drive;4;Luxury;Large;Sedan;19;15;617;2124;Germany
Mercedes-Benz;300-Class;1991;regular unleaded;228;6;MANUAL;rear wheel drive;2;Luxury,Performance;Compact;Convertible;21;14;617;3552;Germany
Mercedes-Benz;300-Class;1991;regular unleaded;217;6;AUTOMATIC;rear wheel drive;2;Luxury;Midsize;Coupe;22;15;617;2179;Germany
Mercedes-Benz;300-Class;1991;diesel;121;5;AUTOMATIC;rear wheel drive;4;Diesel,Luxury;Midsize;Sedan;30;23;617;2000;Germany
Mercedes-Benz;300-Class;1992;diesel;121;5;AUTOMATIC;rear wheel drive;4;Diesel,Luxury;Midsize;Sedan;29;23;617;2000;Germany
Mercedes-Benz;300-Class;1992;regular unleaded;228;6;AUTOMATIC;rear wheel drive;4;Luxury;Large;Sedan;17;14;617;2377;Germany
Mercedes-Benz;300-Class;1992;regular unleaded;228;6;MANUAL;rear wheel drive;2;Luxury,Performance;Compact;Convertible;21;15;617;3814;Germany
Mercedes-Benz;300-Class;1992;regular unleaded;177;6;AUTOMATIC;all wheel drive;4;Luxury;Midsize;Sedan;19;15;617;2207;Germany
Mercedes-Benz;300-Class;1992;regular unleaded;177;6;AUTOMATIC;rear wheel drive;4;Luxury;Midsize;Wagon;20;15;617;2000;Germany
Mercedes-Benz;300-Class;1992;regular unleaded;217;6;AUTOMATIC;rear wheel drive;2;Luxury;Midsize;Coupe;21;15;617;2248;Germany
Mercedes-Benz;300-Class;1992;regular unleaded;177;6;AUTOMATIC;rear wheel drive;4;Luxury;Midsize;Sedan;22;16;617;2065;Germany
Mercedes-Benz;300-Class;1992;diesel;148;6;AUTOMATIC;rear wheel drive;4;Diesel,Luxury;Large;Sedan;22;18;617;2547;Germany
Mercedes-Benz;300-Class;1992;regular unleaded;177;6;AUTOMATIC;all wheel drive;4;Luxury;Midsize;Wagon;18;15;617;2282;Germany
Mercedes-Benz;300-Class;1992;regular unleaded;158;6;AUTOMATIC;rear wheel drive;4;Luxury;Midsize;Sedan;23;18;617;2000;Germany
Mercedes-Benz;300-Class;1993;regular unleaded;177;6;AUTOMATIC;all wheel drive;4;Luxury;Midsize;Wagon;19;15;617;2544;Germany
